REVIEW_KEY,REVIEW_TEXT,AVERAGE_RATING,RATING_BAND,SEAT_TYPE,TYPE_OF_TRAVELLER,NATIONALITY,DOMINANT_TOPIC,TOPIC_LABEL,TOPIC_CONFIDENCE,SENTIMENT_SCORE,SENTIMENT_LABEL,ABSA_Seat_Comfort_score,ABSA_Cabin_Staff_score,ABSA_Food_score,ABSA_WiFi_score,ABSA_Entertainment_score,ABSA_Ground_Service_score,ABSA_Delays_score,ABSA_Value_score
f291378974f336cecf07e3b9cdf5d290,"This review pertains to the SkyMiles program. During the months of January and February in 2023, I embarked on a series of flights with Delta's partner airlines, which included LATAM, Aerolineas Argentinas, and Saudia. Regrettably, I failed to input my SkyMiles number when booking these flights. Consequently, I had to request mileage credit post-flight, a process that is typically straightforward. However, my experience with Delta proved to be far from hassle-free. Securing mileage credit from Delta proved to be an ordeal that required multiple requests and calls to customer service before any credit was recorded. It was not until September, a full seven months after my initial application, that I finally received mileage credit for the Saudia flights. Astonishingly, during a call with an agent in March, I was told my requests had been “archieved” and thus not acted upon. Then, when I called again in October, the agent advised that they had no record whatsoever that I had put in any request – this despite the fact that the agent in March had advised that my requests were safely in and I need not put them in again. It wasn't until October, following yet another customer service call, that I was granted the deserved credit for the Aerolineas Argentinas flights. However, the same agent informed me that she was unable to credit me for the LATAM flights, citing allegedly missing information in the documents I provided (boarding passes and receipts). In response, I diligently explained via email that all the requisite information was indeed included in the documents, but received no response. When I acquired a letter from LATAM confirming the presence of all necessary details and forwarded it to the agent with a request for confirmation of receipt, I was met with silence once more. Upon reaching out to Delta customer service to follow up, I was met with an abrupt response, being told that I ""could not keep calling them,"" despite this being only my initial follow-up call, and that further contact would supposedly further delay the process. The agent then refused to provide me with any case number or confirmation number for my call – which goes against most customer service protocols. The culmination of these experiences has led me to the unfortunate realization that Delta's customer service falls far short of the expected standards, characterized by contradictory instructions, leading customers on wild goose chases to obtain information already provided, and gaslighting of customers. It appears that this deliberate ""intentional friction"" is designed with the expectation that customers will eventually abandon their pursuit of rightful mileage credit. Such service is incredibly disappointing for an airline that is purportedly renowned for its high level of customer service in the United States.",3.0,medium,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.4839865040542453,-0.8304,Negative,,,,,,,,
f42851af71325590ccadbece9b3b819a,"Delta One Suites on the new A330 NEO, very nice product though cabin deco is rather bland. Service was good, but not quite at the level I last experienced them to be in 2018/2019. Might just be the crew on this flight but there were also some noticeable downgrades in amenity kit/catering.",3.86,medium,Business Class,Solo Leisure,United Kingdom,3,Flight Delays & Scheduling,0.7831423271772321,0.4582,Positive,,,,,,,,
f73ab401028f5727c04721edb7b7c7b6,"Kiosk for bag check in having issues and was forced to see a representative. Was told I was 5 minutes too late and could no longer check the bag. I was required to schedule a new flight to a new city. Horrible service. Fly frontier, at least they don't pretend they're something they're not.",1.5,bad,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.7177690907771768,-0.8128,Negative,,,,,,,0.0,
fa69cc11670b83c84183d2a51cf6d6a9,"Mostly a very decent experience, by the lower standards we have become used to. On time departure, early arrival. Comfortable seat for a 5 hour flight. Dinner was weird, A fairly robust main dish portion ( veggie lasagna) but that’s it. No app, no sales, no side veggie. Served on a tray with a pre wrapped cookie. Wow. Highlights were the entertainment system and exemplary service by the lone flight attendant brilliantly and tirelessly serving 20 people on his own. Talk about rising to the occasion! This guy deserves a raise!",4.5,good,First Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.9756808031328549,0.9524,Positive,0.511,-0.273,,,,,,
fa9c3e97a9fe16327a46f612392d1f56,"Delta issued an award ticket in March, 2023 for first class using 340,000 miles including a business class connection on Korean Air. Delta than cancelled and changed routings 3 times, resulting in loss of Korean Air Business Class ticket which both Delta and Korean Air refused to reissue, resulting in cancellation of my Korean Air Business Class trip and severe disruption to my annual vacation plans. Delta cannot be trusted for award travel - 1) Excess point requirements, 2) Very hard to get award travel, 3) When awarded, they will cancel and not reissue!",1.0,bad,First Class,Solo Leisure,United States,6,Check-in & Boarding,0.3924295120643178,-0.2356,Negative,,,,0.0,,,-0.25,
fb91c11fdd5ab455e239d09b3b66b203,Horrible airline with very impolite flight attendants and staff. Flight delayed 3h with no apology - not recommending this airline at all.,1.0,bad,Economy Class,Couple Leisure,Canada,3,Flight Delays & Scheduling,0.5622515586372662,-0.8147,Negative,,-0.382,,,,,-0.226,
fc0786a060cd17e00751ab1aa915eb48,Delta kept me on the plane at the gate for 7 hours because of a door issue and now flatly refuses to compensate for any expenses incurred. I missed my connecting flight and the next flight was 24 hours later. I had to pay for a hotel and transportation.,1.5,bad,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.8881796122628348,-0.3818,Negative,,,,,,,,
fe24f3b2e33751ac9d8a5d21eeccbd95,"I fly a lot and am happy to pay extra for reliability and punctuality. Delta has twice delayed evening flights on me, pushing late flights into next-day arrivals. It's totally unacceptable and I'm looking for an alternate carrier.",2.5,medium,Economy Class,Business,United States,0,Luggage & Baggage,0.6365684818395478,-0.2247,Negative,,,,,,,-0.113,
fec2cb1c00d7277809aa5eadca4953d0,When I first arrived the employees were rude. I arrived terminal 4 around 1 pm. My flight to San Francisco wasn’t until 7:40. I had a long wait. Then it was delayed 2 hrs. So around 11pm we boarded the plane. The pilot said due to weather we had to wait inside for clearance. We waited in that hot smelly aircraft for two hours. Every 30 mins he said we would depart. The steward stayed behind the curtain as we all moaned for air due to low air quality on the plane. A few of us mentioned we felt like passing out. Then they brought out hot water. So what seemed like 3 hrs later they cancelled our flight and many flights. So hundreds of people had to stay overnight. Everyone wanted updates and a new flight. They told us no new flights. We waited in hours for phone as service that offered flights the next day. All the airport agents ran off it was too overwhelming. So I stayed the night at the airport on a bench. Canceled work the next day. All the next day I was walking and talking and checking my phone for updates. A few agents were nearby and set up new flights for me. But every time I checked on my flight it was always at a new gate. And my name was never in the system or the flight don’t exist in their system. It was so weird. So going around in circles. Some agents flat out ignored me. I grab lunch at this blue square blue restaurant.  I also ate at this Parisian style breakfast place. Meet a waitress who connected me with the right people to finally get an actual ticket for me out of sfo. So the next day I boarded a plane at 5pm. Again it was another delay. At the end of it the gave me a $15 food card but it was hard to order it online so I didn’t use it.,2.0,medium,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.42006227410040964,-0.9007,Negative,,,,,,,0.0,
ff5a228e7affa3058cdb1c142153a5e9,"I was charged $1486.20 on the Nov.3rd 2023 when I bought the tickets, then was charged again for $1486.20 on the 5th. I called Delta after finally getting connected to someone who can speak English, I was told they can't refund me because they only have the ticket numbers I paid for and to call my bank. My bills are passed due now and I have late fees on my rent/phone etc. Will never fly Delta again. Especially after insinuating I was lying when I have my bank statement.",1.29,bad,Economy Class,Family Leisure,United States,0,Luggage & Baggage,0.5969325170739032,-0.7184,Negative,,,,,,,,
0018ec748ac758371b6c6e7ebc46228f,"Horrible delays, incompetent at refunds. No $500 refund given for the hotel as promised. I was flying from Alaska to Maui, while I was in a layover in Seattle. I was flying into Maui for funeral preparations. The Delta flight was delayed several times that day, then canceled late afternoon. The Delta representative said they ran out of hotel vouchers and to find my own, handed me a non working phone number and said to call the number for my refund. Tried several times the number, tried several times online system with Delta for my refund. More than two months later, I have not had any acknowledgment from Delta on this issue or a refund. I will be canceling my mileage credit cards with them and finding an airlines that makes good own their promises to reimburse.",1.0,bad,Premium Economy,Solo Leisure,United States,5,WiFi & Entertainment,0.49804886027745254,-0.1779,Negative,,,,0.0,,,-0.113,
00e88591ee3d63adb760bcfbc259e2c0,"I booked a flight from LGA to Cleveland so that I could attend a wedding. I was a groomsman for the wedding and was looking forward to participating in all of the events. I found some flights that worked for my schedule and they happened to be Delta whom I do not typically choose as travel partners. I had coordinated plans with people based on my itinerary but unfortunately found out, that when flying with Delta, a set schedule is always subject to change and your efforts to be a dependable person in regard to your commitment is jeopardized with their great ineptitude of being a reliable transportation service. It might be easiest to understand my disappointment and frustration by simply looking at the attachments of the update texts. From all of my other travel experiences, which I am fortunate and grateful to say is plenty and well above average, I usually receive 1-2 update texts mostly with confirmations of flight and gate information. Delta operates differently than their competitors however as they like to send 10-12 texts with new gate information and change of departure times. For those who like spontaneous adventures, simply book a flight with Delta and you'll be running around the airport all day with changes of departure times every 30-45 minutes! Unfortunately due to all of this irresponsible and unreliable service from Delta, I held many people up and changed a lot of people's schedules simply bc I didn't know when I was going to get in. Eventually plans were canceled and I, with the help of Delta Airlines, ruined a night of fun which was planned a long time in advance. I will say that Delta is consistent in that the return flight was just as bad. I was supposed to take off at 12:15pm and it's currently 5:15pm and our flight has now been pushed back until 7:10pm. Believe me, I'm not holding my breath! In summary though, Delta has proven to me that it is a completely unreliable travel service with little to no regard nor respect for it's customer's time nor plans. If you are someone that would like to pay the same amount of money as their competitors but have no security in when your flight will actually take off, Delta airlines is your best bet. If you purchase flights with a purpose and make plans around the set schedule the airline commits to, then you should be sure to filter out Delta in your search.",1.0,bad,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.3702633017995946,0.978,Positive,,,,,,,0.0,
02a32e77e07bfc4388a183a4aba383ed,"My flight got canceled but there was no notification or email that I received. Such a poor customer service. They said it was due to weather, so they won't provide a hotel, while there was a plane take off at the same time that my flight was supposed to. I had to book a hotel while I have only 230$ in my bank account. I came to Boston for an interview because I'm a student, hugely broke. I was very tired after my 5-hrs long interview. So I wanted to stay at a hotel. I was asking friends to send me some extra dollars so that I can stay at a hotel. What a irresponsible airline indeed. And I don't trust the airplanes got canceled because of the weather baloney. There was a thunder storm warning, yes true. But one flight decided to flight at the same time and other flight is not? I understand if you want to cancel the flight, but at least send an email notification. I will never fly with Delta again.",2.0,medium,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.7968689912789868,-0.948,Negative,,,,,,,0.0,
064a696f08e0ccb1a7d6f5cf0a47406c,We paid for seat selection and the system did not allow me to select my seat. They did not let me select at the gate either and gave me a separate seat from my husband. They overbooked.,1.0,bad,Economy Class,Couple Leisure,United States,6,Check-in & Boarding,0.6558145718338246,-0.1695,Negative,0.0,,,,,,,
06ad890e78bfe5b8be7377a164720576,Horrible customer service. I was rebooked when my flight got cancelled. I was on the phone for two hours and no one answered so I went onto the website. I was talking to an agent through chat he had rebooked me then he charged me 300.00 for the flight difference. Once I get to back to the airport for my new flight they tell me my payment was not on the system. I tried to show the staff my receipt and the messages that I was going through the airlines website. After they told me to call them. At this point I was done calling no one answered I had tried to reach them all morning. I had been at the airport in Atlanta (which is 2 hours away from my home) all day. I walked away and the staff member yelled “walking away won’t fix your problem” I was very frustrated with everything going on. I needed to be in LA but the next day once. The staff yelled you forgot your ID and once he saw I was in tears he called someone to see what was going on with my ticket. I felt humiliated by a staff that did not want to help. They charged me an additional 300 to get one the plane. I honestly will never fly with a them,1.0,bad,Economy Class,Business,United States,0,Luggage & Baggage,0.7401738476406015,-0.9103,Negative,,0.0,,,,,0.0,
075fd1cfe61038f5de168e9a777ddef4,"Delta has disappointed me the last few times I have flown. Always canceling flights just maybe 2 hours before flight needs to leave. I had a 22 hour layover. They just paid for my hotel. No meals or anything else. They then just gave me $15 for the 2 days I was held up in a hotel. 2 days after I get home no one could find my flight. I tried fighting on getting all my money back. After 30 mins of arguing I was on the flight they just gave me 10,000 points. Very disappointed. When we were waiting for our flight the first night, they gave us hot water and snacks were all sugar. I never got any money back from what I had to spend with food. Delta I will never fly or recommend your airline again. Use to be my favorite.",1.14,bad,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.6309322686260473,-0.9287,Negative,,,,,,,0.0,0.0
07ec2fe1c630be42a64afdea7212b339,"Due to the incompetence of the pilot not making it to his scheduled flight on DL2809 our vacation has been delayed. The lady at the flight kiosk had mentioned that the Pilot was not going to make it for his scheduled flight and that this would be affecting our vacation plans. The incompetence is unacceptable and the customers are the ones to deal with the consequences. Nothing but a ""sorry"" from the ""sorry staff"".",1.71,bad,Economy Class,Couple Leisure,Canada,5,WiFi & Entertainment,0.6800995446660691,-0.7066,Negative,,-0.077,,,,,-0.226,
087ecfa8c949c52cd3ebe2ced47ac387,"On Saturday, May 21, at 12 noon, my wife and I arrived at the Fort Myers terminal, already checked in on Delta DL 17.13 to Detroit. We looked for the Gate Number, it said ""Cancelled""? (there were no problematic weather conditions) I went over to the Delta desk. The agent told me it had been cancelled but he did not know why. I asked him what we should do, He said ""Call the Delta 1 800 number"". We did and waited over an hour, we finally got an agent and their best offering was an American Airlines flight on Monday at midday. (2 days later!). No reason given, I saw that Delta had cancelled another flight that same afternoon. Young families were left stranded. I ended up booking a flight myself on Southwestern Airlines the next day. No Notice via email or text, No reason given, No help provided at the airport. A disgraceful treatment of passengers.",1.0,bad,First Class,Couple Leisure,United States,5,WiFi & Entertainment,0.6673846187058584,-0.7163,Negative,,,,,,,0.0,
08ea8b0694008e4a615dddd46f3bc89b,"Delta is screwing us all over. First we book a flight with them from Williston ND to Houston, they cancel that flight three weeks after we book it, tell us we can book another flight from Williston to Canada to Minneapolis to Houston. (Flight would’ve taken two days with the layovers) No thank you. So we decide to go through Minot to Minneapolis to Houston. Sounds great until two hours before boarding the delays start on that flight and surprise surprise it goes late enough we miss our connecting flight from Minneapolis to Houston. So if we would’ve chosen the cheapest option that included the most inconvenient times of day for a person with the longest layover we could’ve saved ourselves a couple hundred dollars from the beginning. Low and behold, we end up getting those flights and those layover anyhow but still have to pay the extra $200/ticket round trip. We will not be flying Delta again. Hence why on the way home we will be flying United. Delta needs to take a serious look at how many people they are effecting this way. If they care, that is. Also, to the flight attendants, if you are out of coffee, make more.",1.29,bad,Economy Class,Family Leisure,United States,2,Customer Service & Staff,0.38643427999431945,0.8224,Positive,,-0.113,,,,,0.0,
08f2a0433576ae167e0ed86d6faadd56,"A disgrace of an airline! The flight to Orlando was delayed by two hours which meant we missed our connecting flight this was due to there being no pilot! We then got rerouted to London which is the other side of the country to Manchester they then lost both of our bags on this route. Following on from this they closed our ticket so we had to pay our own fare back to Manchester on the train and we were told that ‘Delta do not cover these costs’ I am appalled by their service, staff and attitude towards customers they are by far the worst airline I’ve ever dealt with I will never fly on a delta flight again. To add to this as we walked through the airport multiple flights were delayed and over 20 people on our flight lost their luggage also. I have never been more appalled by an airline or even a service.",1.0,bad,Economy Class,Business,United Kingdom,0,Luggage & Baggage,0.5296264695306175,-0.9606,Negative,,,,,,,-0.226,0.0
09726a0283a23303e504a78f3e24dfee,"I booked a trip through Delta Vacations for my 16-year-old daughter and me, for spring break. We boarded the plane with excitement! It was an all-around horrific experience. The flight attendants were rude. The tv screen did not work. The drink I ordered was not available. This is all minor, compared to the supposedly 4 + star resort that we arrived at. It was more like a 1-star resort. Very outdated. Very rude staff. The amenities were mediocre. The food was awful, we both got sick! We could not even go to the beach, there were so many horses and horse manure, it smelled awful! Delta basically laughed at me and said they were 3 months from returning emails. I called and told them my concerns! They offered me $100 credit, per person. I paid over $4000 for this vacation. It was a horrible experience. I am just glad we made it out of there alive. I have never been more thankful to get back from a vacation. It was a terrible experience all around. I will never fly Delta again.",1.14,bad,Economy Class,Family Leisure,United States,2,Customer Service & Staff,0.37023021863857547,-0.9437,Negative,,-0.459,,,0.0,,,
09951179b1f5c3899f3d6138e1232300,"Flight attendant was very rude, rushed me to my seat and did not care to hear my request for water to take medicine. Very uncomfortable flight experience, my well being was not a care, getting the job done was the only focus.  I’ve never received such ill service. This flight has been the worst as far as comfortable & experience goes",3.14,medium,Economy Class,Couple Leisure,United States,3,Flight Delays & Scheduling,0.6229438451877732,-0.8321,Negative,0.0,0.0,,,,,,
0b4d21e5383a2d543503baecb0177410,"I booked a flight on Delta from Geneva to Boston. The flight was operated by KLM. In-flight service was very good, however my baggage never showed up in Boston. I was told the only way to file a claim was to do so online. The only way to file a claim online is with the record locator. I have my original Delta record locator, but this is not recognized by KLM, and after 3 hours of hold time and speaking with Delta representatives, I am not able to obtain the KLM record locator. So, I have lost luggage with all of my stuff and absolutely no way to get any information or to communicate with anyone about it. I'm extremely tired, frustrated, and (increasingly) angry.",2.6,medium,Premium Economy,Business,France,0,Luggage & Baggage,0.8670779148499099,-0.9595,Negative,,,,0.0,,-0.318,,
0bc2328a61da6a4854c97a9dbd46ea59,Completely dissatisfied. Flight dl2230 from Detroit McNamara to Salt Lake City with connecting flight to Fresno. First of all the plane was set to leave early. After a few minutes of sitting the crew informed us that they were waiting for a few people to board. About 3 people come and we finally taxi. The plane again stops and the captain mentions something about another delay. At this point they tell us they know we have connecting flights and will do all they can. We arrive 20 minutes late. The connecting flight was already boarding. We have 10 minutes to run from A74 to b24 about a 15 minute walk. I run with 2 minutes to spare. Guess what the gate closed early. Why did one flight wait and the other leave early. And why do they expect you to walk 15 minutes in salt lake city.,1.0,bad,Economy Class,Couple Leisure,United States,2,Customer Service & Staff,0.5943966534693397,-0.7346,Negative,,0.0,,,,,0.0,
0df3346ba5527d4147a0b36d13b9aef0,Do not fly if you’re with someone who needs handicapped assistance. My boyfriend is a quadriplegic from an accident on a farm in Minnesota. Getting on from Cincinnati was fine but getting off the plane at Minneapolis was a nightmare. 3 grown men couldn’t figure out how to lift a 160lb person. They have no proper training of how to move a patient properly. They let his top half tip over. Then they couldn’t get his motorized $50k chair off even though he told them how to do it they were just annoyed and didn’t listen to anything he said. They wanted to put him in a chair without a chest strap and basically send him on his way. If this is their job and they offer these services they need to be trained properly and not have an awful attitude when they’re not the ones paralyzed. Then at the end they were so adamant about our boarding passes to get paid. You almost hurt him and almost broke his wheelchair you don’t deserve anything from your terrible mean “assistance”.,1.0,bad,Economy Class,Couple Leisure,United States,2,Customer Service & Staff,0.532211390154537,-0.9325,Negative,,,,,,,,
0f5654e9a80bb12611a8be2c2afd4152,"People driven customer focused culture Dont know what playbook you teach your employees from but I received anything but customer focused culture. My experience began in Orlando with flight departing 2.5 hrs late due to ‘overloaded cargo bin’. Clearly missed connection. Arrived at complimentary hotel 0100 with no restaurant or food. I as several others was tired hungry and angry. All I wanted was ONE delta employee to apologize Treat me with grace and understanding. Additionally i was not provided a toiletry bag nor food voucher and i was too exhausted to think about it until i arrived at the hotel at 0100. Upon my return to my gate the next morning i did go to the help desk and request toiletries and food voucher which was provided. Come on Delta i encountered at least 8 different delta employees and not one treated me as a customer who deserves a smile.  People driven customer focused culture - I think not. You failed me and several others last night. You failed to see me. You failed to hear me. I pray you get it right for the next time. For me there will not be a next time with Delta. This has happened too often, you no longer deserve my business. I could share more of this journey if you care to ‘hear me’. Correction the pilot as we left the gate in Orlando apologized.",2.2,medium,Economy Class,Business,United States,0,Luggage & Baggage,0.3586670721986519,0.9542,Positive,,,,-0.296,,,0.0,
0f5fc65d54c170cb2ff77ebedfa742a4,Connecting fight was canceled due to “weather” which didn’t make any sense as many other flights the same direction were taking off. Delta offered no lodging even though the only flight offered wasn’t for almost 15 hours later. The airport won’t let you stay in a secure area. I have no idea where I am and no Delta personnel seem to care. It’s cold and I’m sitting on the floor in the front the airport with no type of security till the airport reopens. This is how Delta treats their sky priority first class ticket holders!,1.0,bad,First Class,Business,United States,5,WiFi & Entertainment,0.4533930504147889,-0.4003,Negative,,,,,,,0.0,
0ff3b85f929b42da9a629e6bd85b79b2,"Delta cancelled this flight and after a time agreed that I (my wife) was due a refund, which they say they sent to me on December 28th, 2021. Two and one half months later, still no refund. I have spoken to them on no less than 8 different occasions, filed notices, received Case numbers etc. etc. No amount of calls or texts or emails can persuade anyone to tell me where my $3,879 refund is.",1.0,bad,Business Class,Couple Leisure,United States,5,WiFi & Entertainment,0.439939340883677,-0.6705,Negative,,,,,,,-0.25,
107f168785c49ba6f9edcb43507c10ab,"Worst flight ever. First, they took my carry on at the gate saying there was no space left on the plane, but when I got on there was plenty of overhead storage left. Then, when we landed, they held us on the plane for almost an hour because there wasn’t a gate available to park the plane. I used to think Delta was the best airline, but their standards have definitely slipped.",2.0,medium,Economy Class,Business,United States,0,Luggage & Baggage,0.3478552739772701,0.802,Positive,0.0,,,,,0.0,,
11011a331fa8e66fbc911c55bb694bcc,"Flew in on a return trip from Europe on July 02/ 2022, went to baggage claim, no bags. Immediately opened a file for delayed baggage and was told that they would handle things and deliver my lost/delayed bag asap. Today is July 11th and I have not heard a word about my lost bag. I have called the number they give you if you don't hear from them 6 or 7 times, each time you call  you get warned that because of high volume your call may take up to 3 hours. So I've waited already as mentioned 6-7 times only to get the same run around, that they have no new information on my bag. Today I tried their messaging system, and after a bunch of questions and answers they said here call this #? Well it's the same # that puts you on hold for hours and then doesn't solve a thing. Basically you pay over 2k for a ticket, they lose your bags and now your stuck as they really don't do any effort to help you find your bags.  So now it turns out that they say you have to have receipts for everything if you want claim reimbursement. All in all I feel like Delta really doest even care if I ever get my bag back.  Never will fly with them again.",1.86,bad,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.7764485879017594,-0.4639,Negative,,,,,,,0.0,
116e1679fd18924b602a39f3e07201d8,"Panama City to New York. Unremarkable in every possible way. No lounge access at PTY, no priority security, rude on the ground staff at PTY, old equipment with circa 1990s IFE. Simply can't imagine why anyone would actually pay for this (yes I did). This wasn't a first-class experience, not even a second class experience, very much a third class experience. Don't really understand why people think Delta is so great. As a OneWorld Elite, I won't be returning to Delta anytime soon.",2.0,medium,First Class,Solo Leisure,Spain,6,Check-in & Boarding,0.4339705717705235,0.0272,Neutral,,,,,,,,
1227005621d76785b940de35bc584a29,"Went to baggage check to declare legal firearm, properly stowed with carry license. Concierge called cops on me and told all her co-workers without allowing me to declare the firearm. It was legally stowed, which is what the police found out after detaining me and questioning me and my parents for an hour. If you're a person of color trying to follow protocol, I wouldn't fly Delta unless you want to get detained and miss all your flights for absolutely no breach of regulation.",1.0,bad,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.9582904535393744,-0.6115,Negative,,,,,,0.0,,
1264cc3968cd7ea714361e0b120a8492,"I would like to tell you about the wonderful person who helped me, Grace Marie. She was very accurate, courteous, eager to help me, and very nice. I needed confirm that my KTN # and Sky Miles # were added to my ticket. Priceline had assured me they were. Well they were not. Grace Marie with Delta Airlines took care of everything for me. She was a breath of fresh air after the hours I had spent on the phone with my rental car agency and Priceline.",5.0,good,Economy Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.6115459090479405,0.9796,Positive,,,,,,,,0.361
1268506e62cddf1adbd3427838000c76,A beautiful trip and amazing service. Would highly recommend to military and veterans. Do everything they can to make your trip more enjoyable! Keep up the good work!,4.75,good,Economy Class,Business,United States,3,Flight Delays & Scheduling,0.9270613478650924,0.9529,Positive,,,,,,,,
129010375863392f5e8035e2e0ac9292,"Flying from Toronto for a 6.15am flight, we boarded the plane and unfortunately had a delay for 2 hours. Everyone was seated and did not leave the plane until the mechanics could be fixed, which allowed us to finally take off at 8.45am. The plane could have been more thoroughly checked before boarding. When I called Delta, I had originally asked for a flight change 24 hours before my flight due to change of travel plans and the fee was $384 to change to a new date one week later. Suddenly, the Delta airlines rep let me know that I can have the flight change for free since I had a bad experience originally on the first flight and long wait time.",4.86,good,Economy Class,Solo Leisure,Canada,5,WiFi & Entertainment,0.49937228578732507,-0.5792,Negative,0.0,,,,,,0.0,
14b2de2279ee6b806b4d46bf392f8807,"I am a Diamond Medallion and have been for the last 5+ years with over 1 Million miles with Delta, in other words a valuable customer. I normally do not write reviews but in this case the combination of gross negligence, incompetence and utter disregard for the ""customer"" deserves noting. My flight from Colorado Springs to Atlanta on July 9th was a series of delays and more importantly three mishandled interactions with the Diamond customer service representatives where my flight was changed without my knowledge or approval and a false representation where the agent stated a flight was cancelled as the justification behind the unilateral action when it was not (I watched it depart). Incompetence, deceit and unneeded chaos were the themes today - absolutely unacceptable! Delta has lost my business going forward - it is one thing to not be able to do your job but lying coupled with rude remarks takes it to another level.",2.43,medium,First Class,Business,United States,3,Flight Delays & Scheduling,0.4620245425003857,-0.9868,Negative,,,,,,,,
16665d6306027c027ba83ef36413bd3b,"First and foremost, your employees are amazing from the people that helped us at the airport and on the airplane. I’m assuming the people on the grounds are also working as hard as they can. But you as a company suck. You have over-extended yourself and make promises to customers that you never follow through with and you believe that your vouchers and your credits will make it better. I don’t travel a ton. In fact, maybe once a year, but I am seasoned. I have never flown Delta until this time to Hawaii from Denver. I have never been so disappointed in my life. Delta behaved like it never knew any type of weather existed or knowledge of the workings of an airport. I understand there are always going to be limitations. I have been through delays but nothing like this. My first delay from this trip was due to weather from another city - fine. But it was delayed even further because when we were got to Seattle, there wasn’t a loading bridge that could unload us from the airplane - it was coming from the S gate to the A gate and the pilot didn’t know why. We missed our flight to Hawaii by 10 minutes and couldn’t get one until the next day. If you don’t have the workers/materials or have the workings of the flight even if delayed planned out, don’t make these promises that you can get us there. Do your due diligence and make sure things are running smoothly at the airports you do business at. The next day when we flew out of Seattle to Hawaii - they had to taxi us back due to mechanical issues. After about 45 minutes, I thanked the mechanics after they departed and we were off. Better safe than sorry for this delay. And now that I’m thinking about it, this was Hawaiian airlines. I do have to say when we did land in Hawaii that day, the luggage people at Delta went way beyond my expectations! It was waiting at their customer service office. Coming home from the LA airport was also a terrible experience. We were of course delayed (no reason given) which was fine but when we were all boarded, we were having issues with the push off tug and we were delayed another hour because we had to wait for another one then when we finally made it to Denver at around 11:30, we had to sit on the plane for two hours with really no true explanation as to why. There were two planes that passed us by & they both went to their unloading gate. I understand weather, I understand shortages of workers but Delta acted as if does not. Don’t offer flights if you can’t follow through to just attempt to get us to the gate in a timely manner. Again the employees were top notch except for your customer service via chat - they couldn’t do nearly as much as when we waited in line for two hours to talk to a human which I’ll never understand why either - my questions were the same. Bottom line, Delta don’t make promises to your customers you never planned to keep. And give all your employees raises for dealing with your crap!",2.14,medium,Premium Economy,Couple Leisure,United States,5,WiFi & Entertainment,0.43689800267321777,0.3519,Positive,,,,,,,,
1739aa3b41b3f98a1fa4aaaaf1813c5d,"Overall this airline has given me some much trouble. We were stuck at another airport, I missed my event and they weren’t able to find another flight for us passengers until 9pm. Mind you my flight was at 6am. Very disappointed, I called to get a refund and was given back only half of my money and $50 compensation. Horrible, never flying Delta again.",1.71,bad,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.886581032925688,-0.9152,Negative,,,,,,,,
1842a533f05dc40dadb0209d8dd53f39,"I had a flight from Seattle to Cancun on this Saturday 08th, 2022 and due health problems I had to cancel I tried to call Delta by phone and the waiting time was about 2hrs 45 min, so I found another way via chatting that at the end of the day it was more or less the same to time to make it possible to have an answer from Delta. After that time the person came to me to tell me that no matter ticket was sold by Delta, the flight would be operated by Aeromexico and they cannot do much in regards of cancelling the flight I told the lady I had to wait more than two hours on line to get such answer? What a terrible service.",1.0,bad,Economy Class,Couple Leisure,United States,5,WiFi & Entertainment,0.514375092457709,-0.8259,Negative,,,,,,,0.0,
18945b55c94de7b014da1f93b91557c7,"My children and I were supposed to fly back from spring break April 1st and our flight was cancelled. We were put on the next flight out April 2 at 7:10 am. That flight was delayed and we were put on a other flight at 10am. The pilot didn't show up for that flight so we were put on as ""standby"" customers at 1pm. No luck with the 1pm flight so we got put on the 3 pm flight because I think someone in the boarding area felt bad for me because my kids were so upset and complaining to me. I am here to say I will never fly Delta again!",1.0,bad,Economy Class,Family Leisure,United States,0,Luggage & Baggage,0.7453139791116996,-0.9274,Negative,,,,,,,-0.226,
